koi_disposition,koi_score,koi_depth,koi_model_snr,koi_period,koi_duration,koi_prad,koi_srad,koi_kepmag,koi_teq
FALSE POSITIVE,,,,0.53345831,1.32,,,11.957,
FALSE POSITIVE,0.0,136150.0,1656.7,20.686460198,37.7424,184.22,5.145,13.957,1210.0
FALSE POSITIVE,,2067.0,9.2,131.68018,14.73,5.96,1.302,12.714,444.0
CANDIDATE,0.0,232.6,23.7,37.8404232,6.408,1.76,1.149,12.949,607.0
FALSE POSITIVE,,1920.0,5.5,200.762693,2.215,15056.9,3.298,12.377,692.0
FALSE POSITIVE,0.0,377580.0,779.2,1.123258617,4.27355,150.94,2.17,15.01,3215.0
CANDIDATE,,,,47.25643291,2.0,,,11.543,
CANDIDATE,0.995,161.7,8.8,32.0273169,5.144,1.14,0.909,15.004,525.0
CANDIDATE,0.98,81.9,9.8,8.75630628,2.852,1.12,1.227,13.382,982.0
CANDIDATE,1.0,25.0,11.9,9.6183111,4.215,0.85,1.665,11.265,1142.0
FALSE POSITIVE,0.0,29.5,2.7,12.4250319,1.4446,0.89,1.506,13.582,1030.0
CONFIRMED,0.911,1336.4,13.1,386.370512,11.007,2.96,0.834,15.825,209.0
CANDIDATE,0.975,2258.4,140.6,0.518060209,1.8062,61.49,1.772,14.463,2921.0
CANDIDATE,0.946,314.0,8.6,17.3695112,4.012,1.45,0.834,15.825,588.0
CANDIDATE,,63.0,9.8,17.8693759,6.886,0.81,1.013,13.517,759.0
CANDIDATE,0.629,330.0,10.4,17.236085,4.209,1.98,1.111,15.377,721.0
FALSE POSITIVE,0.0,192.7,13.3,12.4297161,15.078,1.26,0.905,15.842,742.0
FALSE POSITIVE,0.0,165.4,15.2,12.4288476,16.43,1.12,0.886,15.47,725.0
FALSE POSITIVE,0.0,130.2,30.0,12.4258252,21.841,1.27,1.048,14.332,822.0
FALSE POSITIVE,0.0,5257.7,302.3,153.725848,117.52,259.36,6.816,11.167,734.0
FALSE POSITIVE,0.0,340.1,28.2,12.4257907,19.859,1.27,0.693,15.71,589.0
FALSE POSITIVE,0.0,374.4,35.4,12.4253356,27.49,2.02,0.783,15.539,683.0
FALSE POSITIVE,0.0,144.5,24.9,12.4254201,18.56,0.84,0.691,14.667,659.0
FALSE POSITIVE,0.0,51.5,21.4,12.424995,20.282,2.06,2.657,13.262,1293.0
FALSE POSITIVE,0.0,202.6,15.5,12.4227918,27.29,1.44,0.72,15.955,634.0
CANDIDATE,,122.9,5.5,485.92297,3.756,1.07,0.957,12.12,225.0
FALSE POSITIVE,0.0,251840.0,6512.7,22.913446297,4.11699,81.61,1.297,11.856,811.0
CANDIDATE,0.8,313.1,12.2,9.6550473,2.752,1.45,0.843,15.692,705.0
FALSE POSITIVE,,50.6,8.3,10.0046881,2.389,1.9,2.641,11.856,1466.0
FALSE POSITIVE,0.0,417.5,13.6,8.65315602,2.627,1.37,0.696,15.863,643.0
CANDIDATE,,179.1,6.6,228.65412,2.487,3.63,2.674,12.914,521.0
FALSE POSITIVE,0.0,277950.0,5552.2,2.243015737,4.31675,92.34,1.444,12.785,1813.0
FALSE POSITIVE,0.0,175470.0,739.8,4.694218481,4.53365,35.81,0.787,15.584,946.0
FALSE POSITIVE,0.0,,,0.87683182,1.96,,,15.397,
FALSE POSITIVE,0.0,1240.4,120.5,0.953734449,1.7616,47.65,1.46,12.771,2672.0
FALSE POSITIVE,0.0,603810.0,637.1,2.073873563,6.5605,274.78,3.373,14.701,3150.0
FALSE POSITIVE,0.0,60384.0,3602.0,15.713787218,11.3122,27.64,1.006,14.049,747.0
FALSE POSITIVE,0.0,68454.0,693.8,7.964440392,9.1701,18.98,0.736,14.641,755.0
FALSE POSITIVE,0.0,2195.5,152.1,0.518071538,1.7865,42.1,1.209,14.013,2536.0
FALSE POSITIVE,0.0,332.6,28.5,2.151214629,2.226,14.54,8.179,11.576,3287.0
CANDIDATE,1.0,524.8,9.9,12.7143635,3.101,2.2,0.962,16.154,785.0
CANDIDATE,0.985,591.4,14.0,80.4103783,3.487,4.93,1.673,13.237,535.0
CANDIDATE,0.965,37.8,8.8,1.93188768,1.087,0.57,0.914,13.5,1427.0
FALSE POSITIVE,,,,320.18471858,11.94,,,13.909,
FALSE POSITIVE,0.0,180.5,24.2,12.426469,25.71,1.66,0.887,15.178,729.0
FALSE POSITIVE,0.0,94.2,20.5,12.4262889,18.764,1.23,1.092,14.285,864.0
FALSE POSITIVE,0.0,139.0,30.7,12.424747,25.24,1.35,0.826,14.418,691.0
FALSE POSITIVE,0.0,139.4,21.1,12.4255705,28.88,1.37,0.827,14.961,721.0
FALSE POSITIVE,0.0,115.1,36.9,12.426173,30.64,2.67,1.357,13.605,1006.0
FALSE POSITIVE,0.0,214.1,15.5,12.4244306,26.15,1.59,0.791,15.899,714.0
FALSE POSITIVE,0.0,164980.0,1208.2,6.71738328,3.60057,37.65,0.936,12.778,883.0
FALSE POSITIVE,0.0,4856.1,555.6,24.955998503,2.76331,36.91,3.018,11.458,1438.0
CANDIDATE,0.691,35.5,11.7,5.2449156,8.367,0.52,0.878,13.695,1015.0
CANDIDATE,,,,168.66934782,4.07,,,13.497,
FALSE POSITIVE,0.0,2896.6,68.9,4.426942241,1.6116,5.43,0.746,15.469,958.0
CANDIDATE,,460.7,37.8,571.280892,21.827,3.65,1.619,12.767,324.0
CANDIDATE,,49.3,15.8,4.66185924,3.164,1.16,1.619,12.767,1610.0
CANDIDATE,,2731.0,24.8,1.213672208,1.3644,697.14,0.995,14.912,1789.0
FALSE POSITIVE,0.0,88195.0,6581.3,3.454241684,4.69505,75.11,2.433,13.198,2010.0
CANDIDATE,0.997,282.6,11.5,90.097375,12.697,1.7,1.008,15.416,430.0
CANDIDATE,0.612,426.7,8.4,7.72966941,2.091,2.1,0.962,16.154,927.0
CANDIDATE,,,,51.85656556,2.21,,,13.173,
FALSE POSITIVE,0.0,364900.0,2443.8,1.457256942,6.51381,98.16,1.416,14.713,2112.0
FALSE POSITIVE,0.0,13696.0,581.0,10.818248422,18.2848,11.71,0.894,13.392,830.0
FALSE POSITIVE,0.0,11273.0,45.7,2.559236603,1.6706,37.66,0.883,14.752,1296.0
FALSE POSITIVE,,278.5,6.2,281.35877,7.74,4.22,2.522,13.654,446.0
CANDIDATE,,258.5,3.5,154.536881,15.44,4.1,2.522,13.654,544.0
FALSE POSITIVE,,699.0,6.9,462.12345,8.46,1.9,0.747,15.165,169.0
CANDIDATE,,578.0,7.1,87.707513,2.184,1.72,0.721,15.322,310.0
CONFIRMED,0.996,267.8,12.1,5.1117547,3.281,2.81,1.345,13.306,1351.0
CONFIRMED,0.0,297.2,12.7,9.6310258,5.255,2.9,1.345,13.306,1094.0
FALSE POSITIVE,,80.9,8.5,101.889228,2.71,1.43,1.59,11.443,487.0
CANDIDATE,,,,437.51586139,4.16,,,12.981,
FALSE POSITIVE,,740.0,5.5,48.5023669,1.053,906.03,0.28,15.896,192.0
FALSE POSITIVE,,403.7,9.2,524.14139,11.603,1.88,0.931,14.892,237.0
CANDIDATE,0.301,106.5,9.4,8.97377221,2.135,2.96,2.829,13.36,1530.0
FALSE POSITIVE,0.0,4309.3,103.4,41.86539723,6.663,31.14,0.788,14.528,500.0
FALSE POSITIVE,0.802,23692.0,570.6,4.553370029,3.2209,25.84,1.109,11.471,1264.0
FALSE POSITIVE,0.0,22651.0,2246.9,5.262652179,2.85554,35.99,1.549,13.537,1499.0
FALSE POSITIVE,,,,345.98207283,2.97,,,15.962,
FALSE POSITIVE,0.0,55297.0,1872.6,16.621853404,3.91517,22.32,0.907,15.229,719.0
FALSE POSITIVE,0.0,88822.0,2153.0,19.741616041,3.07231,82.98,1.529,10.543,902.0
FALSE POSITIVE,0.0,104540.0,536.8,5.455766383,2.8923,28.2,0.694,15.863,795.0
FALSE POSITIVE,0.0,1626.8,138.8,22.44620704,7.5491,58.2,1.777,11.878,894.0
CANDIDATE,,283.8,7.9,205.41415,10.26,1.67,0.991,15.416,323.0
FALSE POSITIVE,0.0,435360.0,5557.4,1.237147407,7.06623,106.18,1.449,13.82,2107.0
FALSE POSITIVE,0.0,137.2,5.9,1.28619671,1.114,1.27,0.926,14.256,1646.0
FALSE POSITIVE,0.0,52172.0,190.1,2.649026189,2.4698,32.7,0.988,13.87,1377.0
FALSE POSITIVE,0.0,6405.9,325.8,6.932281325,11.0301,90.57,2.168,11.52,1872.0
FALSE POSITIVE,0.001,263860.0,2657.6,2.151384476,3.34471,66.2,1.257,12.916,1725.0
FALSE POSITIVE,0.0,67.0,52.4,0.562273947,3.1572,0.73,0.847,13.042,2083.0
FALSE POSITIVE,0.0,603.3,121.8,17.4352218,51.666,67.91,2.641,13.439,1195.0
CANDIDATE,,,,114.27173902,2.19,,,13.05,
CANDIDATE,,,,26.40805532,2.7,,,12.655,
CANDIDATE,,,,46.07931317,1.87,,,12.655,
CANDIDATE,0.085,217.4,14.2,24.8434837,4.8,1.58,1.022,14.028,625.0
CANDIDATE,0.956,155.7,17.8,7.7016694,10.898,4.44,3.608,15.268,1627.0
FALSE POSITIVE,,253.1,8.7,117.634213,3.82,3.78,2.332,12.742,513.0
FALSE POSITIVE,0.0,115740.0,4881.9,21.025447023,6.52216,135.84,2.438,13.079,1123.0
FALSE POSITIVE,0.0,47.3,19.8,0.933753371,4.438,1.44,2.056,13.231,3137.0
FALSE POSITIVE,0.0,39929.0,29.3,1.72153588,1.9227,12.89,0.668,16.459,1045.0
CANDIDATE,0.994,79.6,13.8,4.67250377,4.441,1.11,0.987,13.775,1149.0
FALSE POSITIVE,0.0,8342.2,173.2,2.765621941,2.3191,34.42,0.828,15.664,1134.0
FALSE POSITIVE,0.001,90827.0,437.8,3.664964374,3.9058,30.98,0.987,15.643,1184.0
FALSE POSITIVE,0.0,14578.0,32.9,6.8072842,1.9477,31.15,1.824,14.044,1156.0
FALSE POSITIVE,0.034,79078.0,124.3,2.136577151,2.4682,43.89,0.905,15.281,1311.0
FALSE POSITIVE,0.005,48488.0,529.4,2.638432816,2.42989,49.77,1.753,12.601,1933.0
FALSE POSITIVE,0.0,375940.0,802.9,11.991000357,6.4648,78.78,1.13,17.777,897.0
FALSE POSITIVE,0.0,138.8,14.1,2.03746414,2.895,1.12,0.947,15.341,1474.0
FALSE POSITIVE,0.0,106330.0,1571.8,37.80694072,3.84264,72.01,1.105,14.898,617.0
CANDIDATE,0.826,178.1,7.8,21.9711574,5.012,1.32,0.997,15.57,649.0
CANDIDATE,0.913,397.1,11.6,144.688915,9.468,3.33,1.71,14.569,416.0
FALSE POSITIVE,0.0,409.0,123.7,12.42555055,28.492,3.79,1.423,13.244,1027.0
FALSE POSITIVE,0.0,8707.6,190.8,12.42592247,31.5,79.21,6.952,12.696,1547.0
CANDIDATE,0.999,401.4,20.7,1.54287434,1.1121,1.05,0.539,15.121,1007.0
FALSE POSITIVE,,30.1,20.1,12.4237327,18.15,1.12,2.067,12.409,1057.0
FALSE POSITIVE,,91.2,7.5,94.38163,11.87,2.04,2.067,12.409,537.0
CANDIDATE,0.996,6186.9,84.5,33.3200908,6.5265,13.0,1.651,14.624,750.0
CONFIRMED,1.0,1005.0,23.8,7.5844241,3.918,5.83,1.651,14.624,1228.0
FALSE POSITIVE,,3345.0,7.8,210.899577,2.167,4.85,0.843,14.788,268.0
FALSE POSITIVE,0.0,369230.0,5143.6,3.103730697,6.93402,75.28,1.091,15.001,1340.0
CANDIDATE,,,,91.20573037,4.17,,,12.962,
FALSE POSITIVE,,240.8,5.0,253.40538,7.43,2.69,1.69,12.962,443.0
FALSE POSITIVE,0.0,50681.0,394.0,5.110771787,2.48392,26.98,0.894,13.985,1048.0
CANDIDATE,0.95,228.3,9.5,7.07394528,2.319,0.84,0.561,15.629,647.0
FALSE POSITIVE,0.0,64776.0,119.7,1.463773705,1.9123,21.79,0.668,13.318,1329.0
FALSE POSITIVE,0.0,22720.0,140.9,4.46255312,14.0957,52.74,3.619,14.673,1795.0
FALSE POSITIVE,,,,79.87804945,3.19,,,12.96,
CANDIDATE,0.929,227.2,10.1,14.516741,2.706,1.45,0.828,15.377,606.0
CANDIDATE,0.989,379.0,13.0,20.5718107,3.399,1.34,0.708,15.322,498.0
FALSE POSITIVE,0.019,66720.0,1561.2,3.026764871,4.32532,26.36,1.01,14.044,1360.0
FALSE POSITIVE,0.001,60401.0,275.6,3.840130917,2.8951,33.44,1.012,14.479,1205.0
FALSE POSITIVE,0.0,142310.0,1517.7,5.554227226,4.77434,31.71,0.843,12.376,930.0
FALSE POSITIVE,0.0,65124.0,316.9,1.570919281,3.2232,59.12,1.162,13.406,1797.0
FALSE POSITIVE,0.0,5754.6,170.8,35.08976902,3.9623,33.1,0.846,14.266,501.0
FALSE POSITIVE,0.0,430420.0,3921.8,5.233450136,8.57374,70.33,0.977,13.424,1050.0
FALSE POSITIVE,0.0,16112.0,33.4,3.6037011,2.994,66.94,1.547,14.492,1464.0
FALSE POSITIVE,0.0,316750.0,3217.6,3.518356021,6.90375,64.49,0.989,15.168,1266.0
CANDIDATE,0.998,595.6,13.4,11.867172,4.815,4.03,1.651,14.624,1058.0
FALSE POSITIVE,,29.3,5.6,2.6160943,21.34,0.81,1.42,12.754,1744.0
FALSE POSITIVE,0.0,313170.0,8577.4,2.404386969,7.40348,79.72,1.21,11.941,1670.0
CANDIDATE,,1195.0,9.3,142.685885,3.792,2.76,0.799,15.484,319.0
FALSE POSITIVE,0.021,46829.0,290.7,4.390513938,2.9472,41.83,1.454,13.209,1401.0
FALSE POSITIVE,0.0,,,3.86963822,2.29,,,11.399,
CANDIDATE,1.0,180.0,10.6,12.4970599,3.877,1.44,1.021,14.191,839.0
FALSE POSITIVE,0.0,142.8,10.6,7.384681,3.548,1.22,1.021,14.191,1000.0
CONFIRMED,1.0,417.6,19.7,21.0907909,4.751,1.88,0.818,14.223,606.0
FALSE POSITIVE,0.0,366900.0,560.2,3.371796653,3.4421,306.28,0.912,15.909,1155.0
FALSE POSITIVE,0.644,136140.0,204.7,1.927177921,2.7742,28.94,0.774,15.706,1219.0
FALSE POSITIVE,0.0,137400.0,354.4,0.575925434,2.4676,38.24,0.683,14.563,1834.0
FALSE POSITIVE,,293.0,11.3,496.17566,11.63,3.46,1.976,13.515,358.0
FALSE POSITIVE,0.0,3289.3,120.4,6.256352128,2.3512,30.76,0.836,15.798,918.0
CONFIRMED,1.0,449.0,6.0,16.17803,5.18,2.25,1.069,14.472,754.0
FALSE POSITIVE,0.0,4391.1,257.5,2.37795507,2.4329,92.61,2.286,11.639,2965.0
FALSE POSITIVE,0.0,5021.3,380.5,2.053866175,4.8045,158.25,4.089,13.912,2528.0
FALSE POSITIVE,,282.9,7.7,36.5521313,2.481,0.9,0.527,15.377,361.0
FALSE POSITIVE,0.0,1325.4,23.6,5.177577252,2.4777,73.82,1.796,12.616,1671.0
FALSE POSITIVE,,1128.4,43.1,4.08029328,2.8343,2.92,0.874,15.488,1044.0
CONFIRMED,0.976,243.8,15.8,104.3519624,3.695,1.39,0.87,12.57,355.0
CANDIDATE,,200.7,13.1,6.06330298,3.275,1.64,1.153,15.212,1153.0
CANDIDATE,0.0,415.1,11.2,86.431871,7.374,2.85,1.112,15.212,464.0
CANDIDATE,,70.0,10.6,26.1152887,12.54,2.38,2.912,13.274,898.0
FALSE POSITIVE,0.0,355.7,10.5,469.52303,5.487,2.1,1.035,14.091,252.0
FALSE POSITIVE,1.0,176.3,12.7,11.83271013,6.152,1.17,0.859,15.228,728.0
FALSE POSITIVE,0.0,365.4,6.2,32.669962587,3.581,1.37,0.741,15.536,428.0
CANDIDATE,0.0,1708.0,18.1,269.306232,14.931,24.0,0.817,15.855,235.0
FALSE POSITIVE,0.0,174830.0,1863.4,19.93364711,8.6122,75.88,1.29,14.575,848.0
FALSE POSITIVE,0.0,9817.8,397.6,1.071911311,3.8559,40.32,0.933,15.083,1809.0
FALSE POSITIVE,0.0,177000.0,3373.3,18.019651402,5.08572,31.77,0.659,14.928,544.0
FALSE POSITIVE,0.0,187.5,12.9,117.934158,9.25,3.76,2.597,13.232,648.0
FALSE POSITIVE,0.0,119350.0,1520.0,4.032762189,4.14212,35.22,0.962,13.861,1173.0
FALSE POSITIVE,0.0,235100.0,386.0,2.371589507,3.5116,88.22,0.601,14.528,1043.0
FALSE POSITIVE,0.0,115.1,11.4,5.09112124,2.159,3.58,3.293,11.585,2044.0
FALSE POSITIVE,0.001,119810.0,508.0,4.206070484,10.6988,172.66,3.185,11.684,2547.0
FALSE POSITIVE,0.0,3670.4,107.4,0.905677864,2.2432,325.51,7.553,6.966,3989.0
CANDIDATE,,1528.0,3.8,96.509214,0.589,860.3,2.955,8.655,787.0
CANDIDATE,,,,69.64679311,3.71,,,13.735,
CANDIDATE,,2887.0,7.0,111.65546,1.051,2121.0,1.863,13.735,579.0
CANDIDATE,,,,86.13201864,3.11,,,13.735,
FALSE POSITIVE,0.0,1025.9,37.6,94.219289,24.312,2.15,0.694,15.703,285.0
FALSE POSITIVE,,275.4,10.1,297.113395,4.529,5.37,3.206,9.666,509.0
CONFIRMED,0.877,742.4,16.2,180.921729,8.99,2.3,0.848,14.876,302.0
FALSE POSITIVE,0.0,117980.0,3665.4,4.478116695,3.357,38.85,1.058,15.534,1218.0
FALSE POSITIVE,0.0,68.4,9.3,0.579108481,1.659,0.42,0.501,15.815,1377.0
FALSE POSITIVE,0.001,186.2,11.4,1.27620899,2.169,1.46,1.058,15.534,1851.0
FALSE POSITIVE,,133.8,11.7,528.50344,6.394,2.2,1.874,11.741,354.0
CANDIDATE,,,,47.14404783,4.35,,,11.741,
CANDIDATE,,,,197.05431574,6.38,,,12.366,
CANDIDATE,,380.2,6.9,406.496216,3.495,1.77,0.884,13.893,236.0
CANDIDATE,,,,491.61516814,6.31,,,13.893,
FALSE POSITIVE,0.0,3856.2,126.1,2.027383251,1.5528,31.12,0.875,15.476,1352.0
FALSE POSITIVE,0.0,6155.3,239.5,10.73370737,7.6706,18.7,2.003,13.602,1171.0
FALSE POSITIVE,0.0,12867.0,231.4,9.449438672,5.5479,60.59,1.431,13.099,1152.0
FALSE POSITIVE,0.0,41770.0,326.1,8.752913958,3.4546,119.91,2.624,11.961,1635.0
CANDIDATE,0.0,1662.0,15.7,499.47338,12.248,3.71,0.817,15.855,191.0
FALSE POSITIVE,0.0,72584.0,1594.1,1.985586627,2.53163,105.22,3.219,11.427,2796.0
FALSE POSITIVE,0.0,37980.0,813.6,16.579028045,7.803,49.01,2.3,12.887,1062.0
FALSE POSITIVE,0.128,523.2,11.5,513.42784,6.278,14.87,6.065,13.175,424.0
FALSE POSITIVE,0.0,10939.0,364.0,2.064900876,6.8769,38.19,0.901,14.597,1357.0
FALSE POSITIVE,0.0,332900.0,1767.3,9.751720174,16.1937,182.09,3.145,13.531,1356.0
CONFIRMED,0.937,649.9,20.6,19.672324,4.812,4.07,1.485,14.263,908.0
CONFIRMED,0.999,620.4,17.9,32.657035,5.953,3.73,1.485,14.263,767.0
CANDIDATE,0.802,247.7,9.2,7.3138454,2.273,2.73,1.485,14.263,1263.0
FALSE POSITIVE,0.0,87426.0,5784.8,4.592401261,4.96038,52.18,1.724,12.93,1678.0
FALSE POSITIVE,0.135,86.0,9.8,6.70995253,2.297,1.1,1.131,13.872,1120.0
FALSE POSITIVE,0.0,121540.0,8022.8,5.776794344,6.33505,129.2,3.601,11.61,2249.0
FALSE POSITIVE,,,,23.19923256,2.09,,,15.778,
FALSE POSITIVE,0.0,275.6,10.1,0.503199724,1.117,1.06,0.63,14.155,1363.0
FALSE POSITIVE,0.0,347.6,4.0,4.768540307,0.9938,1.84,0.887,14.189,1010.0
FALSE POSITIVE,0.0,184070.0,933.5,73.91858615,6.9735,89.96,1.057,15.401,484.0
CANDIDATE,,,,212.43503674,4.26,,,12.914,
CANDIDATE,0.975,124.4,13.4,11.1619384,5.195,1.97,1.64,13.374,1093.0
FALSE POSITIVE,0.0,114.3,41.7,2.38793696,17.302,25.56,1.161,14.394,1674.0
FALSE POSITIVE,,253.4,7.7,589.17968,10.2,4.91,3.152,13.439,330.0
CANDIDATE,,,,76.83994597,3.11,,,12.914,
CANDIDATE,,86.1,4.8,78.86684,4.5,1.3,1.381,12.914,573.0
FALSE POSITIVE,0.309,32609.0,674.9,4.618767943,6.03,32.36,1.781,11.685,1565.0
FALSE POSITIVE,0.0,841900.0,710.9,3.60727417,14.0841,221.55,1.785,15.076,1833.0
FALSE POSITIVE,0.0,1941.7,45.8,2.565717939,1.7084,180.8,4.712,10.846,4607.0
FALSE POSITIVE,0.0,13858.0,343.5,22.05274533,5.5924,32.56,0.741,15.44,552.0
FALSE POSITIVE,0.0,2533.7,111.3,2.881338104,3.5943,31.58,0.88,15.139,1206.0
FALSE POSITIVE,0.429,36133.0,310.0,4.078355243,6.4649,16.73,0.867,14.936,1113.0
FALSE POSITIVE,0.0,465.3,59.5,7.73590441,4.4389,21.3,0.86,13.241,884.0
FALSE POSITIVE,0.018,69923.0,731.2,3.530164642,4.11466,35.71,1.344,13.924,1465.0
CANDIDATE,1.0,347.1,12.0,28.8672107,3.782,1.51,0.837,15.258,493.0
CANDIDATE,,,,48.9528113,1.66,,,12.182,
FALSE POSITIVE,0.0,530.4,25.4,94.225938,22.08,1.93,0.852,15.454,348.0
CANDIDATE,,332.6,9.4,431.78556,9.135,1.36,0.747,14.401,211.0
FALSE POSITIVE,0.0,645.1,16.4,395.07333,7.844,230.33,98.38,13.544,1406.0
FALSE POSITIVE,0.0,499990.0,899.3,1.51918335,5.45573,128.17,1.698,15.106,2517.0
FALSE POSITIVE,,,,13.59940118,2.52,,,15.191,
FALSE POSITIVE,0.0,286810.0,1550.9,2.745910734,4.02594,61.16,0.96,15.316,1221.0
FALSE POSITIVE,0.869,96134.0,312.3,1.608363345,2.1988,19.36,0.589,13.819,1133.0
FALSE POSITIVE,0.0,29236.0,393.9,5.746017234,3.6347,29.32,0.96,14.737,1042.0
CANDIDATE,,171.3,4.1,144.102562,2.753,1.67,1.26,12.431,437.0
CANDIDATE,,182.4,7.8,112.317402,3.471,1.77,1.26,12.431,475.0
CANDIDATE,1.0,231.2,23.0,9.13315062,2.1557,1.48,0.964,11.767,900.0
FALSE POSITIVE,0.0,25015.0,584.8,3.963787093,3.10316,28.11,1.18,14.281,1389.0
FALSE POSITIVE,0.0,362330.0,1967.2,1.759208679,4.60837,66.06,0.961,15.409,1475.0
FALSE POSITIVE,0.0,,,1.6031794,0.91,,,14.653,
CANDIDATE,,158.0,7.2,335.56311,13.06,1.83,1.448,13.959,333.0
FALSE POSITIVE,0.0,108890.0,1797.6,6.496031958,5.21924,32.33,0.988,14.502,957.0
FALSE POSITIVE,0.0,19796.0,166.0,4.012537983,2.0101,9.96,0.63,15.381,765.0
FALSE POSITIVE,0.0,9876.3,415.0,1.594162001,5.4958,26.11,0.885,14.585,1419.0
FALSE POSITIVE,0.0,3153.1,427.6,10.238939876,3.4851,22.09,1.807,13.897,1190.0
FALSE POSITIVE,0.008,40110.0,506.4,5.499941387,5.1339,23.34,1.157,15.48,1202.0
FALSE POSITIVE,0.0,43491.0,4638.1,8.667826242,5.06514,37.51,1.538,13.089,1225.0
FALSE POSITIVE,0.0,100160.0,616.3,265.2996227,8.8452,33.81,0.863,15.518,270.0
FALSE POSITIVE,0.0,31778.0,154.7,265.2999623,8.8577,25.56,0.997,15.279,296.0
FALSE POSITIVE,,184.4,6.9,98.1020983,1.225,1.97,1.427,13.557,525.0
FALSE POSITIVE,,1020.0,12.5,182.467019,7.607,3.73,1.167,13.408,364.0
FALSE POSITIVE,,,,126.57837267,2.5,,,13.408,
FALSE POSITIVE,0.0,45966.0,34.2,11.41437505,6.276,44.08,1.52,11.254,1128.0
CANDIDATE,,279.9,13.4,154.607419,9.225,1.56,0.931,13.936,340.0
CANDIDATE,0.742,414.1,11.0,57.132855,4.958,1.81,0.904,15.369,414.0
FALSE POSITIVE,,105.4,6.0,151.31847,16.45,1.13,1.085,12.744,373.0
FALSE POSITIVE,0.0,1056.2,272.8,10.4032399,23.85,51.47,1.436,13.272,1104.0
FALSE POSITIVE,0.991,12319.0,238.9,1.853209359,1.7543,32.99,1.716,13.085,2100.0
FALSE POSITIVE,0.0,29862.0,86.5,14.66769462,2.4462,145.18,3.226,13.415,1552.0
CANDIDATE,0.791,201.3,8.9,28.2251049,2.354,1.59,1.021,14.651,625.0
CANDIDATE,0.404,396.1,7.8,150.381954,4.968,2.26,0.954,15.198,325.0
CANDIDATE,0.638,836.2,11.0,95.906433,4.08,2.17,0.736,15.504,288.0
FALSE POSITIVE,0.0,76.4,10.4,11.4132144,2.371,1.03,1.155,13.746,925.0
CANDIDATE,0.496,211.6,11.1,445.21685,16.37,1.37,0.95,13.865,237.0
FALSE POSITIVE,,501.0,4.7,172.178768,1.19,2.29,1.009,14.349,349.0
CANDIDATE,0.901,115.9,11.0,35.502865,8.149,2.18,1.839,14.31,724.0
FALSE POSITIVE,0.0,12978.0,2126.1,13.787520532,2.55435,25.33,1.289,12.14,921.0
FALSE POSITIVE,0.0,173010.0,297.2,8.2904597,2.6002,23.96,0.566,17.409,594.0
CANDIDATE,0.137,358.5,9.5,66.789347,4.08,2.07,1.031,15.083,490.0
CANDIDATE,0.0,2128.7,471.0,6.150251376,1.68923,100.03,2.867,10.622,2251.0
FALSE POSITIVE,0.0,74177.0,613.1,8.214204254,4.5905,42.29,0.774,16.356,798.0
FALSE POSITIVE,0.0,9482.0,98.1,15.71377375,7.464,10.85,0.96,14.292,728.0
FALSE POSITIVE,0.0,94124.0,1117.0,5.918619554,3.94804,29.98,0.971,15.678,1009.0
FALSE POSITIVE,0.0,38832.0,249.4,3.319523463,3.3465,38.37,0.791,15.101,1108.0
FALSE POSITIVE,0.0,205700.0,2200.0,5.874197307,4.26585,59.2,1.083,14.857,1112.0
FALSE POSITIVE,0.0,334.0,16.6,19.7959731,5.342,3.47,1.876,9.816,1014.0
CANDIDATE,0.959,188.2,9.4,29.5126153,6.314,1.84,1.351,15.334,678.0
FALSE POSITIVE,,,,209.00055019,2.52,,,15.334,
FALSE POSITIVE,0.0,2373.0,122.3,5.614892073,3.7294,1192.79,35.695,11.925,4097.0
CONFIRMED,1.0,1337.2,16.2,12.2064304,2.407,5.41,1.514,14.13,895.0
CONFIRMED,1.0,1058.4,15.3,6.6513189,2.135,4.81,1.514,14.13,1095.0
FALSE POSITIVE,0.0,73081.0,350.4,3.905532605,6.8091,21.37,0.798,12.862,1017.0
CONFIRMED,1.0,1657.8,25.9,210.631486,8.419,3.23,0.759,15.195,234.0
CANDIDATE,,366.0,4.5,455.27405,2.4,1.54,0.818,13.829,196.0
CANDIDATE,,53.9,7.1,117.761,3.454,0.62,0.85,11.195,337.0
CANDIDATE,,299.9,9.4,46.331703,4.514,1.39,0.815,15.378,441.0
CONFIRMED,1.0,244.0,29.5,0.766691517,1.2638,1.22,0.788,14.903,1541.0
FALSE POSITIVE,0.0,135.8,17.8,5.2438528,10.539,1.11,0.918,15.656,1016.0
FALSE POSITIVE,,,,93.6273251,1.92,,,15.956,
CANDIDATE,0.982,125.6,10.7,7.1931193,2.935,1.12,1.008,14.834,916.0
FALSE POSITIVE,0.0,203490.0,1284.0,6.474202359,3.35989,28.96,0.624,14.998,717.0
FALSE POSITIVE,0.0,2672.9,70.1,8.4803048,7.5348,4.13,0.812,15.736,777.0
FALSE POSITIVE,0.0,85995.0,7878.0,8.947426242,4.89701,45.87,1.506,12.985,1141.0
FALSE POSITIVE,0.0,2750.0,92.8,9.93443795,8.098,35.54,0.998,15.777,830.0
FALSE POSITIVE,0.0,3026.0,35.9,2.173552528,1.6107,23.51,0.594,14.605,1025.0
CANDIDATE,1.0,96.9,15.0,47.7439509,2.99,1.74,1.292,11.472,575.0
